"video_id","video_length","video_language","video_upload_date","video_quality"
1288,279,"Other","2014-12-14","480p"
624,1108,"Other","2014-12-03","1080p"
729,838,"Other","2014-12-06","480p"
850,1400,"De","2014-12-03","480p"
1329,471,"En","2014-12-23","480p"
1770,1366,"Cn","2014-12-09","1080p"
2901,1082,"En","2014-12-06","480p"
1164,883,"Other","2014-12-07","720p"
1573,995,"Fr","2014-12-15","240p"
1859,1031,"Cn","2014-12-05","720p"
2576,585,"Other","2014-12-02","1080p"
1908,828,"De","2014-12-09","720p"
2257,1309,"En","2014-12-10","1080p"
2452,1300,"De","2014-12-03","720p"
1526,631,"En","2014-12-10","360p"
511,481,"Cn","2014-12-18","480p"
2811,155,"En","2014-12-11","1080p"
300,44,"Es","2014-12-05","360p"
309,1389,"Other","2014-12-10","360p"
1153,254,"En","2014-12-22","1080p"
1,1496,"Es","2014-12-04","720p"
794,370,"Other","2014-12-15","360p"
694,455,"Other","2014-12-02","1080p"
524,1412,"En","2014-12-10","480p"
2570,181,"Cn","2014-12-15","360p"
1190,841,"Es","2014-12-04","360p"
2744,248,"En","2014-12-16","720p"
813,1330,"Other","2014-12-02","360p"
1009,610,"Fr","2014-12-09","1080p"
514,423,"Cn","2014-12-13","1080p"
583,528,"Cn","2014-12-16","1080p"
49,479,"En","2014-12-18","360p"
1646,90,"Cn","2014-12-05","720p"
2137,961,"Fr","2014-12-18","360p"
1018,341,"Cn","2014-12-12","1080p"
1008,560,"Es","2014-12-18","1080p"
2503,234,"Es","2014-12-21","720p"
712,1128,"Other","2014-12-04","480p"
2322,818,"Other","2014-12-17","480p"
2461,523,"Other","2014-12-17","1080p"
84,253,"Cn","2014-12-14","360p"
821,286,"En","2014-12-17","480p"
989,516,"Es","2014-12-15","1080p"
1299,186,"Cn","2014-12-17","360p"
2357,828,"Other","2014-12-11","720p"
828,817,"Cn","2014-12-04","240p"
208,1011,"En","2014-12-20","720p"
842,656,"Fr","2014-12-17","1080p"
532,34,"En","2014-12-18","720p"
196,1300,"Other","2014-12-04","240p"
271,801,"Cn","2014-12-18","720p"
1349,931,"Other","2014-12-04","240p"
2327,1034,"Es","2014-12-09","720p"
2714,324,"Cn","2014-12-18","480p"
270,663,"Cn","2014-12-24","480p"
2553,225,"Cn","2014-12-23","360p"
163,1496,"En","2014-12-02","720p"
1650,314,"Cn","2014-12-11","720p"
595,301,"Es","2014-12-18","1080p"
1989,759,"Other","2014-12-22","1080p"
1427,281,"Cn","2014-12-17","480p"
427,421,"Other","2014-12-08","1080p"
20,822,"En","2014-12-12","1080p"
790,589,"Other","2014-12-11","720p"
1440,1288,"Cn","2014-12-19","720p"
1729,193,"En","2014-12-18","480p"
2110,326,"Cn","2014-12-18","480p"
1447,384,"En","2014-12-18","480p"
107,1209,"Other","2014-12-04","360p"
2416,636,"En","2014-12-24","720p"
808,933,"Other","2014-12-04","1080p"
457,1393,"En","2014-12-09","480p"
416,364,"Cn","2014-12-16","480p"
2885,375,"Cn","2014-12-14","1080p"
1215,665,"En","2014-12-17","1080p"
1629,1184,"En","2014-12-08","1080p"
1562,1308,"En","2014-12-03","1080p"
1056,1045,"En","2014-12-08","480p"
1778,863,"En","2014-12-04","1080p"
106,2114,"Es","2014-12-06","480p"
570,30,"Cn","2014-12-17","1080p"
831,879,"Cn","2014-12-17","480p"
1812,1748,"Fr","2014-12-02","1080p"
779,145,"Cn","2014-12-10","360p"
1845,1348,"Es","2014-12-07","1080p"
2146,489,"Fr","2014-12-04","720p"
853,377,"En","2014-12-09","360p"
1884,1008,"En","2014-12-02","480p"
2784,1073,"Other","2014-12-11","1080p"
156,114,"Es","2014-12-17","1080p"
576,527,"En","2014-12-16","480p"
1101,479,"Fr","2014-12-05","360p"
79,1309,"De","2014-12-02","360p"
1554,941,"Es","2014-12-06","360p"
2866,825,"Cn","2014-12-14","480p"
1460,117,"Fr","2014-12-15","360p"
727,57,"Cn","2014-12-12","720p"
2193,115,"En","2014-12-12","1080p"
1973,432,"Other","2014-12-10","720p"
2515,118,"Es","2014-12-16","480p"
2951,627,"En","2014-12-17","1080p"
795,838,"En","2014-12-10","720p"
2949,468,"Other","2014-12-09","360p"
2639,314,"Cn","2014-12-11","480p"
1536,684,"Cn","2014-12-14","720p"
553,1031,"En","2014-12-12","720p"
2828,980,"Cn","2014-12-11","1080p"
1418,40,"Other","2014-12-17","480p"
2483,518,"En","2014-12-22","1080p"
2427,627,"En","2014-12-21","720p"
1719,1017,"De","2014-12-11","1080p"
1935,780,"Other","2014-12-09","240p"
2965,635,"En","2014-12-09","1080p"
2143,1063,"En","2014-12-08","720p"
54,1659,"Es","2014-12-10","1080p"
1700,623,"En","2014-12-11","480p"
345,1575,"Other","2014-12-06","360p"
2857,1915,"En","2014-12-03","1080p"
2521,744,"Es","2014-12-14","480p"
1696,420,"Cn","2014-12-18","1080p"
2242,1067,"Other","2014-12-09","1080p"
640,589,"Cn","2014-12-15","240p"
446,843,"En","2014-12-04","240p"
958,844,"Cn","2014-12-17","240p"
48,517,"En","2014-12-14","480p"
1197,751,"Other","2014-12-13","1080p"
760,710,"Es","2014-12-24","480p"
36,834,"Other","2014-12-09","720p"
1616,1042,"Cn","2014-12-02","480p"
1549,1068,"En","2014-12-13","1080p"
946,722,"Other","2014-12-07","240p"
1576,311,"Es","2014-12-17","480p"
2643,391,"En","2014-12-11","1080p"
1206,938,"En","2014-12-02","720p"
2016,529,"En","2014-12-10","1080p"
788,1312,"Fr","2014-12-09","480p"
2538,576,"Cn","2014-12-03","240p"
2926,1062,"En","2014-12-08","720p"
134,850,"En","2014-12-12","720p"
2994,251,"Es","2014-12-12","720p"
527,1273,"Cn","2014-12-21","720p"
2654,812,"Cn","2014-12-11","1080p"
702,675,"Es","2014-12-15","1080p"
1290,627,"Cn","2014-12-17","480p"
1941,63,"Cn","2014-12-13","240p"
954,568,"Cn","2014-12-09","1080p"
2369,549,"En","2014-12-14","360p"
412,484,"En","2014-12-17","1080p"
1019,751,"Other","2014-12-17","360p"
2592,214,"Cn","2014-12-16","480p"
1204,559,"En","2014-12-23","720p"
1725,764,"En","2014-12-18","1080p"
28,376,"Cn","2014-12-18","720p"
1522,287,"Other","2014-12-11","1080p"
2820,1068,"Other","2014-12-03","720p"
420,204,"En","2014-12-14","1080p"
2944,439,"En","2014-12-21","360p"
1307,1230,"En","2014-12-11","720p"
1761,688,"En","2014-12-15","720p"
1334,921,"En","2014-12-02","720p"
2293,543,"Es","2014-12-16","360p"
1434,1159,"En","2014-12-04","720p"
2749,294,"En","2014-12-18","1080p"
1739,801,"Other","2014-12-10","720p"
2777,214,"En","2014-12-23","720p"
621,426,"En","2014-12-10","1080p"
1487,876,"Cn","2014-12-17","1080p"
1093,489,"En","2014-12-05","240p"
2056,332,"Other","2014-12-15","360p"
1300,744,"Other","2014-12-16","1080p"
2572,985,"Other","2014-12-03","1080p"
1991,854,"Cn","2014-12-02","720p"
143,887,"Other","2014-12-05","1080p"
2078,131,"Other","2014-12-15","720p"
2687,450,"Cn","2014-12-10","720p"
1171,355,"Cn","2014-12-19","1080p"
391,807,"En","2014-12-10","360p"
169,311,"Es","2014-12-19","720p"
519,479,"Cn","2014-12-09","1080p"
1755,1363,"En","2014-12-04","240p"
1994,730,"Cn","2014-12-05","1080p"
2210,540,"De","2014-12-11","240p"
161,104,"En","2014-12-18","360p"
2274,388,"Other","2014-12-13","480p"
2524,32,"En","2014-12-19","1080p"
769,1078,"Other","2014-12-21","720p"
610,536,"Cn","2014-12-09","720p"
1220,763,"De","2014-12-06","720p"
337,214,"Es","2014-12-18","480p"
2799,53,"En","2014-12-24","360p"
1555,259,"Other","2014-12-19","720p"
193,293,"Es","2014-12-11","480p"
425,1031,"Es","2014-12-17","360p"
586,411,"Cn","2014-12-18","360p"
1394,1169,"Other","2014-12-15","360p"
567,673,"Es","2014-12-19","360p"
1624,241,"Es","2014-12-10","480p"
1444,1190,"Es","2014-12-10","360p"
1813,677,"Fr","2014-12-10","360p"
464,542,"Cn","2014-12-22","1080p"
130,902,"En","2014-12-16","480p"
1456,169,"Es","2014-12-16","480p"
773,618,"Es","2014-12-15","240p"
1402,440,"Cn","2014-12-10","1080p"
387,1008,"Other","2014-12-11","1080p"
1395,493,"Cn","2014-12-19","1080p"
749,633,"En","2014-12-17","360p"
2388,663,"En","2014-12-15","720p"
2167,1115,"Cn","2014-12-14","480p"
1184,233,"Other","2014-12-21","720p"
1042,742,"Cn","2014-12-16","720p"
385,1111,"Cn","2014-12-11","720p"
382,1653,"Other","2014-12-10","240p"
2153,783,"En","2014-12-21","360p"
1874,627,"En","2014-12-22","1080p"
696,366,"Es","2014-12-16","1080p"
2678,670,"Cn","2014-12-13","1080p"
814,1335,"En","2014-12-09","480p"
681,593,"Other","2014-12-10","1080p"
47,303,"En","2014-12-09","480p"
2307,1237,"Cn","2014-12-10","720p"
742,396,"Cn","2014-12-12","720p"
195,1599,"En","2014-12-02","720p"
389,901,"Cn","2014-12-13","720p"
1403,700,"En","2014-12-12","240p"
1756,1591,"En","2014-12-10","720p"
436,1011,"Cn","2014-12-14","720p"
826,459,"Other","2014-12-18","1080p"
1712,1315,"En","2014-12-08","480p"
2942,1034,"Cn","2014-12-12","240p"
1495,730,"Cn","2014-12-02","720p"
2725,841,"Es","2014-12-10","720p"
51,212,"De","2014-12-09","480p"
2441,514,"En","2014-12-18","1080p"
148,1030,"Es","2014-12-07","480p"
2591,1239,"Other","2014-12-05","480p"
886,1283,"En","2014-12-10","480p"
1653,438,"Fr","2014-12-13","240p"
2172,30,"Cn","2014-12-13","480p"
1082,1183,"De","2014-12-06","480p"
1475,438,"Es","2014-12-16","720p"
868,311,"Cn","2014-12-16","360p"
805,526,"En","2014-12-12","240p"
910,645,"Es","2014-12-03","720p"
1789,1946,"En","2014-12-07","1080p"
2971,1148,"En","2014-12-14","360p"
2516,1463,"Other","2014-12-07","240p"
2898,709,"Cn","2014-12-17","240p"
1162,1112,"Other","2014-12-10","1080p"
646,222,"Cn","2014-12-02","480p"
2334,741,"En","2014-12-11","480p"
311,115,"En","2014-12-15","1080p"
2557,951,"Cn","2014-12-16","1080p"
546,28,"Other","2014-12-09","1080p"
2229,684,"Other","2014-12-16","1080p"
2085,599,"Cn","2014-12-05","720p"
290,399,"Es","2014-12-09","360p"
1595,48,"Es","2014-12-10","240p"
531,641,"Cn","2014-12-14","240p"
46,515,"Cn","2014-12-09","1080p"
1232,761,"Cn","2014-12-23","1080p"
867,403,"Cn","2014-12-13","480p"
2444,56,"En","2014-12-18","1080p"
2797,204,"Cn","2014-12-18","480p"
2649,864,"Other","2014-12-07","1080p"
1455,979,"En","2014-12-24","480p"
206,1215,"Es","2014-12-10","240p"
2690,480,"Other","2014-12-22","1080p"
1591,65,"Other","2014-12-23","1080p"
2568,1077,"Other","2014-12-11","1080p"
562,136,"Cn","2014-12-12","360p"
2752,954,"En","2014-12-08","480p"
1016,480,"Es","2014-12-14","240p"
2735,282,"Cn","2014-12-20","720p"
2076,1063,"Other","2014-12-03","720p"
371,1622,"Other","2014-12-10","360p"
356,1255,"Es","2014-12-08","480p"
661,1551,"Other","2014-12-03","1080p"
1759,262,"En","2014-12-12","720p"
1385,722,"Other","2014-12-19","1080p"
1508,582,"En","2014-12-14","1080p"
2563,717,"Cn","2014-12-03","1080p"
181,831,"Cn","2014-12-09","360p"
441,907,"Other","2014-12-17","1080p"
2975,118,"Cn","2014-12-12","480p"
2710,418,"En","2014-12-17","720p"
1807,189,"Cn","2014-12-18","1080p"
2495,667,"Cn","2014-12-03","480p"
1786,1303,"Other","2014-12-08","720p"
2794,110,"En","2014-12-17","1080p"
1693,572,"Cn","2014-12-14","480p"
1002,207,"Cn","2014-12-18","720p"
2805,1005,"En","2014-12-02","1080p"
1960,412,"Cn","2014-12-14","720p"
653,713,"Cn","2014-12-17","360p"
299,910,"En","2014-12-16","480p"
2954,844,"En","2014-12-14","720p"
38,104,"En","2014-12-09","360p"
777,391,"Cn","2014-12-14","720p"
1854,795,"Cn","2014-12-17","1080p"
2930,540,"Cn","2014-12-06","1080p"
1245,894,"En","2014-12-05","1080p"
1658,1473,"Cn","2014-12-08","240p"
999,441,"Es","2014-12-16","1080p"
2421,467,"Es","2014-12-18","1080p"
71,41,"Cn","2014-12-12","360p"
2043,1955,"Other","2014-12-06","480p"
860,900,"Es","2014-12-08","360p"
2534,585,"Fr","2014-12-19","480p"
404,1518,"Cn","2014-12-09","1080p"
726,800,"Es","2014-12-07","720p"
1433,807,"Cn","2014-12-10","240p"
1572,349,"Cn","2014-12-09","720p"
642,559,"En","2014-12-11","720p"
61,137,"De","2014-12-15","1080p"
1070,509,"En","2014-12-15","720p"
2086,282,"Cn","2014-12-16","360p"
929,101,"Cn","2014-12-11","1080p"
96,61,"En","2014-12-12","480p"
1827,46,"Other","2014-12-09","480p"
1292,382,"Cn","2014-12-14","720p"
1844,381,"En","2014-12-17","720p"
747,1089,"En","2014-12-03","720p"
2234,200,"De","2014-12-16","360p"
1351,10,"Other","2014-12-22","1080p"
469,1858,"En","2014-12-05","720p"
122,845,"De","2014-12-15","720p"
951,1162,"Other","2014-12-04","480p"
2869,1624,"Es","2014-12-07","720p"
278,495,"Other","2014-12-18","480p"
2846,537,"Es","2014-12-06","480p"
496,302,"Cn","2014-12-20","1080p"
2373,1262,"Cn","2014-12-04","720p"
2129,995,"En","2014-12-11","1080p"
326,183,"Cn","2014-12-13","480p"
2681,1249,"En","2014-12-12","480p"
563,207,"Cn","2014-12-12","1080p"
199,438,"Other","2014-12-18","720p"
310,216,"Other","2014-12-04","480p"
2381,306,"En","2014-12-24","1080p"
809,664,"Other","2014-12-21","480p"
1035,392,"Es","2014-12-15","1080p"
2237,161,"Es","2014-12-17","240p"
2712,1556,"Other","2014-12-06","480p"
2759,333,"En","2014-12-20","1080p"
322,1104,"Fr","2014-12-09","480p"
2511,625,"En","2014-12-12","1080p"
1243,1018,"Fr","2014-12-16","720p"
2938,836,"Cn","2014-12-18","1080p"
1661,802,"En","2014-12-17","720p"
1832,567,"Cn","2014-12-10","360p"
357,213,"Cn","2014-12-12","480p"
1023,1296,"Other","2014-12-03","720p"
1785,315,"Es","2014-12-10","720p"
1192,576,"Other","2014-12-09","360p"
2337,1904,"Cn","2014-12-05","1080p"
852,736,"En","2014-12-17","480p"
907,541,"Other","2014-12-08","360p"
254,1379,"En","2014-12-09","1080p"
1163,1366,"Cn","2014-12-12","240p"
2095,858,"Cn","2014-12-17","1080p"
1331,302,"En","2014-12-17","480p"
146,346,"En","2014-12-09","720p"
1938,982,"Cn","2014-12-16","1080p"
246,65,"Fr","2014-12-15","1080p"
2539,1076,"Cn","2014-12-03","1080p"
811,421,"Fr","2014-12-17","480p"
803,238,"Es","2014-12-13","480p"
2757,741,"En","2014-12-09","240p"
2559,630,"Cn","2014-12-03","720p"
2180,1122,"Other","2014-12-10","720p"
807,708,"Other","2014-12-11","720p"
1284,316,"Cn","2014-12-17","1080p"
1688,430,"Cn","2014-12-04","1080p"
1186,97,"Other","2014-12-17","1080p"
97,1514,"Es","2014-12-02","1080p"
2900,1171,"Es","2014-12-05","360p"
490,106,"En","2014-12-12","360p"
2903,1874,"Other","2014-12-05","1080p"
2564,1140,"Cn","2014-12-18","1080p"
162,65,"Other","2014-12-17","480p"
1871,862,"En","2014-12-07","480p"
2831,219,"Cn","2014-12-18","1080p"
2028,733,"Cn","2014-12-23","480p"
2405,15,"Cn","2014-12-09","360p"
2879,1214,"Cn","2014-12-08","480p"
2173,883,"Other","2014-12-05","1080p"
2813,708,"Es","2014-12-09","720p"
1545,639,"Other","2014-12-13","360p"
2302,70,"Other","2014-12-17","360p"
1430,93,"Fr","2014-12-24","720p"
855,1005,"Other","2014-12-06","1080p"
2068,1080,"En","2014-12-05","360p"
2092,362,"Cn","2014-12-18","480p"
1259,468,"Other","2014-12-04","360p"
1281,233,"Other","2014-12-23","240p"
1587,38,"Other","2014-12-13","1080p"
1366,607,"En","2014-12-11","720p"
1279,926,"Cn","2014-12-11","720p"
973,580,"Cn","2014-12-17","1080p"
1005,874,"Other","2014-12-12","1080p"
930,480,"Cn","2014-12-16","480p"
2102,937,"En","2014-12-05","1080p"
2181,321,"Cn","2014-12-11","720p"
2837,1653,"Other","2014-12-03","480p"
1656,488,"Other","2014-12-17","1080p"
674,572,"Cn","2014-12-21","720p"
1404,185,"Other","2014-12-10","1080p"
1664,505,"En","2014-12-08","480p"
557,1622,"Cn","2014-12-05","720p"
390,78,"En","2014-12-18","480p"
44,257,"Cn","2014-12-18","1080p"
2008,1387,"Es","2014-12-05","720p"
2877,1068,"Cn","2014-12-16","720p"
2160,1254,"Cn","2014-12-11","480p"
1111,1252,"Other","2014-12-10","1080p"
2720,314,"En","2014-12-18","360p"
1539,905,"En","2014-12-09","720p"
754,883,"Cn","2014-12-05","480p"
1667,651,"Other","2014-12-13","720p"
1733,176,"En","2014-12-24","360p"
2383,1212,"De","2014-12-03","240p"
1625,980,"Cn","2014-12-12","480p"
797,684,"Es","2014-12-09","720p"
1708,1497,"Other","2014-12-11","360p"
2177,568,"Other","2014-12-08","1080p"
2676,1336,"En","2014-12-05","240p"
783,1552,"Es","2014-12-08","720p"
2549,207,"En","2014-12-23","720p"
2613,697,"Other","2014-12-10","720p"
971,476,"Cn","2014-12-10","1080p"
375,106,"Cn","2014-12-17","1080p"
1864,627,"Other","2014-12-16","360p"
1638,710,"En","2014-12-15","360p"
1535,582,"Cn","2014-12-13","720p"
1830,894,"Es","2014-12-03","720p"
2152,1575,"Cn","2014-12-07","720p"
473,930,"Other","2014-12-10","480p"
1928,680,"Cn","2014-12-14","720p"
68,117,"Es","2014-12-14","720p"
565,129,"Other","2014-12-15","1080p"
2844,529,"Cn","2014-12-12","480p"
139,1254,"Cn","2014-12-15","720p"
1214,1283,"Cn","2014-12-06","480p"
2048,818,"Cn","2014-12-14","480p"
718,599,"Cn","2014-12-15","720p"
2882,282,"Other","2014-12-02","720p"
2842,588,"En","2014-12-24","1080p"
1671,759,"Cn","2014-12-11","1080p"
229,194,"En","2014-12-12","480p"
1569,729,"Es","2014-12-02","480p"
1306,482,"En","2014-12-11","720p"
1060,214,"Cn","2014-12-15","360p"
753,1268,"Other","2014-12-10","360p"
2766,1035,"Other","2014-12-07","720p"
2540,155,"En","2014-12-15","1080p"
1620,757,"En","2014-12-09","1080p"
1392,212,"En","2014-12-11","360p"
2698,1116,"Other","2014-12-11","480p"
953,587,"En","2014-12-09","480p"
1339,337,"Cn","2014-12-16","720p"
941,661,"En","2014-12-03","1080p"
673,30,"Es","2014-12-15","360p"
2983,594,"Other","2014-12-16","1080p"
732,73,"Cn","2014-12-12","480p"
1637,1124,"Es","2014-12-04","480p"
1642,625,"Other","2014-12-18","360p"
2767,124,"Other","2014-12-08","720p"
534,677,"En","2014-12-18","720p"
2139,1306,"Other","2014-12-03","480p"
2974,505,"Cn","2014-12-02","720p"
1893,873,"Other","2014-12-09","1080p"
2265,326,"Cn","2014-12-08","1080p"
670,518,"En","2014-12-21","1080p"
926,391,"En","2014-12-17","720p"
1216,935,"En","2014-12-07","480p"
2058,1328,"Cn","2014-12-04","720p"
1924,374,"Es","2014-12-09","1080p"
495,43,"En","2014-12-14","480p"
2700,687,"Fr","2014-12-03","480p"
1390,528,"Cn","2014-12-19","360p"
1420,843,"Cn","2014-12-08","240p"
1313,1056,"En","2014-12-18","1080p"
505,204,"Other","2014-12-17","1080p"
95,632,"Cn","2014-12-11","240p"
1083,427,"Other","2014-12-12","480p"
1075,161,"En","2014-12-14","720p"
2556,370,"Cn","2014-12-23","1080p"
2122,782,"Cn","2014-12-10","1080p"
2117,44,"Cn","2014-12-10","480p"
2031,131,"Other","2014-12-16","720p"
316,1108,"En","2014-12-04","480p"
2826,580,"Other","2014-12-10","240p"
1485,785,"En","2014-12-04","480p"
377,1117,"En","2014-12-05","720p"
709,703,"En","2014-12-05","480p"
2205,1218,"Other","2014-12-07","480p"
352,1064,"Es","2014-12-07","240p"
2988,1099,"En","2014-12-06","480p"
1590,839,"Fr","2014-12-02","360p"
965,1768,"Other","2014-12-04","720p"
188,1284,"Other","2014-12-08","480p"
2064,422,"Es","2014-12-10","720p"
1937,64,"En","2014-12-16","1080p"
1608,114,"Cn","2014-12-24","360p"
1260,304,"En","2014-12-11","720p"
1074,741,"Other","2014-12-04","360p"
458,1702,"Es","2014-12-03","1080p"
1766,517,"Cn","2014-12-16","240p"
1261,231,"Other","2014-12-13","360p"
2103,529,"Es","2014-12-12","720p"
2934,921,"Other","2014-12-18","480p"
2241,327,"En","2014-12-17","1080p"
1592,660,"Es","2014-12-09","240p"
1326,965,"De","2014-12-08","480p"
2296,1080,"En","2014-12-09","720p"
2922,567,"Cn","2014-12-11","720p"
424,891,"Fr","2014-12-15","480p"
2627,674,"Cn","2014-12-09","1080p"
423,1046,"Cn","2014-12-16","1080p"
1669,1300,"Other","2014-12-10","480p"
2860,64,"En","2014-12-11","480p"
1013,559,"En","2014-12-18","720p"
257,610,"Cn","2014-12-16","480p"
126,514,"Cn","2014-12-20","720p"
482,525,"Cn","2014-12-17","360p"
1958,459,"En","2014-12-09","1080p"
2561,1773,"Other","2014-12-09","360p"
647,517,"De","2014-12-05","720p"
2011,23,"Cn","2014-12-22","720p"
607,384,"En","2014-12-13","360p"
313,844,"Cn","2014-12-12","1080p"
295,722,"En","2014-12-11","1080p"
1441,998,"Es","2014-12-02","240p"
1000,1053,"Es","2014-12-06","1080p"
1462,961,"En","2014-12-18","1080p"
2004,23,"Es","2014-12-17","720p"
2880,676,"Other","2014-12-10","480p"
1538,722,"En","2014-12-19","360p"
2870,138,"En","2014-12-15","480p"
2962,507,"Other","2014-12-08","720p"
1617,369,"Es","2014-12-12","480p"
1223,785,"Other","2014-12-10","1080p"
1085,321,"Es","2014-12-11","240p"
1730,404,"En","2014-12-18","720p"
1589,604,"Cn","2014-12-17","360p"
1273,207,"Other","2014-12-21","240p"
1012,1237,"Cn","2014-12-23","720p"
1474,1283,"Cn","2014-12-10","1080p"
549,839,"Other","2014-12-05","480p"
906,1067,"En","2014-12-14","480p"
237,764,"Cn","2014-12-10","1080p"
2855,971,"Cn","2014-12-12","360p"
551,1197,"Other","2014-12-08","480p"
2434,894,"En","2014-12-12","1080p"
662,571,"En","2014-12-10","360p"
498,124,"En","2014-12-10","1080p"
